Entity,Code,Year,Avocados | 00000572 || Production | 005510 || tonnes
Saint Lucia,LCA,1998,220
Saint Lucia,LCA,1999,331
Saint Lucia,LCA,2000,396
Saint Lucia,LCA,2001,350
Saint Lucia,LCA,2002,300
Saint Lucia,LCA,2003,280
Saint Lucia,LCA,2004,329
Saint Lucia,LCA,2005,215
Saint Lucia,LCA,2006,323
Saint Lucia,LCA,2007,284
Saint Lucia,LCA,2008,458
Saint Lucia,LCA,2009,252
Saint Lucia,LCA,2010,230
Saint Lucia,LCA,2011,200
Saint Lucia,LCA,2012,168.4
Saint Lucia,LCA,2013,155.9
Saint Lucia,LCA,2014,165
Saint Lucia,LCA,2015,228.9
Saint Lucia,LCA,2016,249.59
Saint Lucia,LCA,2017,287
Saint Lucia,LCA,2018,335
Saint Lucia,LCA,2019,344
Saint Lucia,LCA,2020,265
Saint Lucia,LCA,2021,304
Saint Lucia,LCA,2022,340
Saint Lucia,LCA,2023,246
Samoa,WSM,1961,1190
Samoa,WSM,1962,1250
Samoa,WSM,1963,1320
Samoa,WSM,1964,1380
Samoa,WSM,1965,1440
Samoa,WSM,1966,1500
Samoa,WSM,1967,1560
Samoa,WSM,1968,1620
Samoa,WSM,1969,1680
Samoa,WSM,1970,1740
Samoa,WSM,1971,1800
Samoa,WSM,1972,1850
Samoa,WSM,1973,1910
Samoa,WSM,1974,1970
Samoa,WSM,1975,2032
Samoa,WSM,1976,2032
Samoa,WSM,1977,2032
Samoa,WSM,1978,2050
Samoa,WSM,1979,2100
Samoa,WSM,1980,2100
Samoa,WSM,1981,2200
Samoa,WSM,1982,2250
Samoa,WSM,1983,2300
Samoa,WSM,1984,2350
Samoa,WSM,1985,1800
Samoa,WSM,1986,1300
Samoa,WSM,1987,1000
Samoa,WSM,1988,500
Samoa,WSM,1989,300
Samoa,WSM,1990,400
Samoa,WSM,1991,500
Samoa,WSM,1992,800
Samoa,WSM,1993,800
Samoa,WSM,1994,800
Samoa,WSM,1995,796.82
Samoa,WSM,1996,799.44
Samoa,WSM,1997,800
Samoa,WSM,1998,800
Samoa,WSM,1999,900
Samoa,WSM,2000,1000
Samoa,WSM,2001,1000
Samoa,WSM,2002,972.37
Samoa,WSM,2003,977.62
Samoa,WSM,2004,983.16
Samoa,WSM,2005,988.49
Samoa,WSM,2006,1000
Samoa,WSM,2007,1150
Samoa,WSM,2008,1150
Samoa,WSM,2009,1159.9
Samoa,WSM,2010,1196.18
Samoa,WSM,2011,1221.22
Samoa,WSM,2012,1250
Samoa,WSM,2013,1271.4
Samoa,WSM,2014,1300.25
Samoa,WSM,2015,1339.88
Samoa,WSM,2016,1366.29
Samoa,WSM,2017,1398.99
Samoa,WSM,2018,1431.84
Samoa,WSM,2019,1464.21
Samoa,WSM,2020,1431.68
Samoa,WSM,2021,1442.58
Samoa,WSM,2022,1446.16
Samoa,WSM,2023,1440.14
Seychelles,SYC,1961,6
Seychelles,SYC,1962,6
Seychelles,SYC,1963,6
Seychelles,SYC,1964,6
Seychelles,SYC,1965,6
Seychelles,SYC,1966,6
Seychelles,SYC,1967,6
Seychelles,SYC,1968,6
Seychelles,SYC,1969,7
Seychelles,SYC,1970,7
Seychelles,SYC,1971,8
Seychelles,SYC,1972,8
Seychelles,SYC,1973,8
Seychelles,SYC,1974,8
Seychelles,SYC,1975,9
Seychelles,SYC,1976,9
Seychelles,SYC,1977,9
Seychelles,SYC,1978,9
Seychelles,SYC,1979,10
Seychelles,SYC,1980,10
Seychelles,SYC,1981,10
Seychelles,SYC,1982,12
Seychelles,SYC,1983,12
Seychelles,SYC,1984,12
Seychelles,SYC,1985,12
Seychelles,SYC,1986,12
Seychelles,SYC,1987,12
Seychelles,SYC,1988,12
Seychelles,SYC,1989,12
Seychelles,SYC,1990,15
Seychelles,SYC,1991,12.82
Seychelles,SYC,1992,12.8
Seychelles,SYC,1993,13.05
Seychelles,SYC,1994,13.85
Seychelles,SYC,1995,15
Seychelles,SYC,1996,13.89
Seychelles,SYC,1997,13.74
Seychelles,SYC,1998,13.59
Seychelles,SYC,1999,13.43
Seychelles,SYC,2000,13.29
Seychelles,SYC,2001,13.14
Seychelles,SYC,2002,12.79
Seychelles,SYC,2003,12.69
Seychelles,SYC,2004,12.6
Seychelles,SYC,2005,12.51
Seychelles,SYC,2006,12.43
Seychelles,SYC,2007,12
Seychelles,SYC,2008,12
Seychelles,SYC,2009,12
Seychelles,SYC,2010,12
Seychelles,SYC,2011,11.53
Seychelles,SYC,2012,13
Seychelles,SYC,2013,12.88
Seychelles,SYC,2014,12.85
Seychelles,SYC,2015,12.58
Seychelles,SYC,2016,12.43
Seychelles,SYC,2017,12.37
Seychelles,SYC,2018,12.36
Seychelles,SYC,2019,12.35
Seychelles,SYC,2020,12.41
Seychelles,SYC,2021,12.47
Seychelles,SYC,2022,12.48
Seychelles,SYC,2023,12.48
Slovakia,SVK,2018,0
Slovakia,SVK,2019,0
Slovakia,SVK,2020,0
Slovakia,SVK,2021,0
Slovakia,SVK,2022,0
Slovakia,SVK,2023,0
Slovenia,SVN,2018,0
Slovenia,SVN,2019,0
Slovenia,SVN,2020,0
Slovenia,SVN,2021,0
Slovenia,SVN,2022,0
Slovenia,SVN,2023,0
South Africa,ZAF,1961,4733
South Africa,ZAF,1962,5412
South Africa,ZAF,1963,4054
South Africa,ZAF,1964,4553
South Africa,ZAF,1965,4152
South Africa,ZAF,1966,4011
South Africa,ZAF,1967,5891
South Africa,ZAF,1968,6150
South Africa,ZAF,1969,8747
South Africa,ZAF,1970,7757
South Africa,ZAF,1971,8729
South Africa,ZAF,1972,9587
South Africa,ZAF,1973,12112
South Africa,ZAF,1974,13254
South Africa,ZAF,1975,14760
South Africa,ZAF,1976,17140
South Africa,ZAF,1977,18971
South Africa,ZAF,1978,18284
South Africa,ZAF,1979,20162
South Africa,ZAF,1980,20283
South Africa,ZAF,1981,21135
South Africa,ZAF,1982,21967
South Africa,ZAF,1983,26581
South Africa,ZAF,1984,22132
South Africa,ZAF,1985,25506
South Africa,ZAF,1986,32553
South Africa,ZAF,1987,38270
South Africa,ZAF,1988,41217
South Africa,ZAF,1989,41004
South Africa,ZAF,1990,51808
South Africa,ZAF,1991,48565
South Africa,ZAF,1992,42234
South Africa,ZAF,1993,37763
South Africa,ZAF,1994,48418
South Africa,ZAF,1995,45428
South Africa,ZAF,1996,53801
South Africa,ZAF,1997,44586
South Africa,ZAF,1998,92161
South Africa,ZAF,1999,55793
South Africa,ZAF,2000,81006
South Africa,ZAF,2001,51942
South Africa,ZAF,2002,84720
South Africa,ZAF,2003,63265
South Africa,ZAF,2004,56869
South Africa,ZAF,2005,105931
South Africa,ZAF,2006,61404
South Africa,ZAF,2007,65209
South Africa,ZAF,2008,83534
South Africa,ZAF,2009,76726
South Africa,ZAF,2010,83204
South Africa,ZAF,2011,75765
South Africa,ZAF,2012,91603
South Africa,ZAF,2013,83718
South Africa,ZAF,2014,107176
South Africa,ZAF,2015,86189
South Africa,ZAF,2016,89546
South Africa,ZAF,2017,63045
South Africa,ZAF,2018,127568
South Africa,ZAF,2019,83623
South Africa,ZAF,2020,84775
South Africa,ZAF,2021,82677
South Africa,ZAF,2022,103601.68
South Africa,ZAF,2023,108880.28
Spain,ESP,1961,340
Spain,ESP,1962,373
Spain,ESP,1963,377
Spain,ESP,1964,347
Spain,ESP,1965,400
Spain,ESP,1966,469
Spain,ESP,1967,599
Spain,ESP,1968,555
Spain,ESP,1969,674
Spain,ESP,1970,600
Spain,ESP,1971,887
Spain,ESP,1972,1526
Spain,ESP,1973,1800
Spain,ESP,1974,2000
Spain,ESP,1975,2500
Spain,ESP,1976,3000
Spain,ESP,1977,4000
Spain,ESP,1978,4948
Spain,ESP,1979,6000
Spain,ESP,1980,7596
Spain,ESP,1981,10000
Spain,ESP,1982,15000
Spain,ESP,1983,20000
Spain,ESP,1984,24549
Spain,ESP,1985,27956
Spain,ESP,1986,30282
Spain,ESP,1987,32534
Spain,ESP,1988,42992
Spain,ESP,1989,46222
Spain,ESP,1990,44880
Spain,ESP,1991,52144
Spain,ESP,1992,53197
Spain,ESP,1993,51745
Spain,ESP,1994,34100
Spain,ESP,1995,27955
Spain,ESP,1996,52085
Spain,ESP,1997,52409
Spain,ESP,1998,73724
Spain,ESP,1999,66099
Spain,ESP,2000,63843
Spain,ESP,2001,74981
Spain,ESP,2002,74204
Spain,ESP,2003,76609
Spain,ESP,2004,76297
Spain,ESP,2005,74994
Spain,ESP,2006,79824
Spain,ESP,2007,82116
Spain,ESP,2008,73585
Spain,ESP,2009,71931
Spain,ESP,2010,97378
Spain,ESP,2011,83426
Spain,ESP,2012,76337
Spain,ESP,2013,69400
Spain,ESP,2014,77401
Spain,ESP,2015,86636
Spain,ESP,2016,91509
Spain,ESP,2017,92936
Spain,ESP,2018,89590
Spain,ESP,2019,97730
Spain,ESP,2020,99070
Spain,ESP,2021,116770
Spain,ESP,2022,105930
Spain,ESP,2023,86800
Sri Lanka,LKA,1990,1354.29
Sri Lanka,LKA,1991,1389.05
Sri Lanka,LKA,1992,1423.82
Sri Lanka,LKA,1993,1458.59
Sri Lanka,LKA,1994,1493.35
Sri Lanka,LKA,1995,1528.12
Sri Lanka,LKA,1996,1562.89
Sri Lanka,LKA,1997,1597.65
Sri Lanka,LKA,1998,1632.42
Sri Lanka,LKA,1999,1667.19
Sri Lanka,LKA,2000,1701.95
Sri Lanka,LKA,2001,1736.72
Sri Lanka,LKA,2002,1771.49
Sri Lanka,LKA,2003,1806.25
Sri Lanka,LKA,2004,1841.02
Sri Lanka,LKA,2005,1875.79
Sri Lanka,LKA,2006,1910.55
Sri Lanka,LKA,2007,1945.32
Sri Lanka,LKA,2008,1980.09
Sri Lanka,LKA,2009,2014.85
Sri Lanka,LKA,2010,6170.77
Sri Lanka,LKA,2011,9666.46
Sri Lanka,LKA,2012,10663
Sri Lanka,LKA,2013,11370
Sri Lanka,LKA,2014,15620
Sri Lanka,LKA,2015,18000
Sri Lanka,LKA,2016,15651
Sri Lanka,LKA,2017,13773
Sri Lanka,LKA,2018,22744
Sri Lanka,LKA,2019,22446
Sri Lanka,LKA,2020,19274
Sri Lanka,LKA,2021,14941
Sri Lanka,LKA,2022,14245
Sri Lanka,LKA,2023,12238
Suriname,SUR,2019,57
Suriname,SUR,2020,111
Suriname,SUR,2021,100
Suriname,SUR,2022,99.33
Suriname,SUR,2023,98.67
Sweden,SWE,2018,0
Sweden,SWE,2019,0
Sweden,SWE,2020,0
Sweden,SWE,2021,0
Sweden,SWE,2022,0
Sweden,SWE,2023,0
Trinidad and Tobago,TTO,1961,180
Trinidad and Tobago,TTO,1962,190
Trinidad and Tobago,TTO,1963,202
Trinidad and Tobago,TTO,1964,210
Trinidad and Tobago,TTO,1965,220
Trinidad and Tobago,TTO,1966,230
Trinidad and Tobago,TTO,1967,250
Trinidad and Tobago,TTO,1968,270
Trinidad and Tobago,TTO,1969,240
Trinidad and Tobago,TTO,1970,220
Trinidad and Tobago,TTO,1971,190
Trinidad and Tobago,TTO,1972,170
Trinidad and Tobago,TTO,1973,150
Trinidad and Tobago,TTO,1974,160
Trinidad and Tobago,TTO,1975,170
Trinidad and Tobago,TTO,1976,180
Trinidad and Tobago,TTO,1977,190
Trinidad and Tobago,TTO,1978,200
Trinidad and Tobago,TTO,1979,210
Trinidad and Tobago,TTO,1980,220
Trinidad and Tobago,TTO,1981,240
Trinidad and Tobago,TTO,1982,250
Trinidad and Tobago,TTO,1983,260
Trinidad and Tobago,TTO,1984,270
Trinidad and Tobago,TTO,1985,270
Trinidad and Tobago,TTO,1986,280
Trinidad and Tobago,TTO,1987,290
Trinidad and Tobago,TTO,1988,300
Trinidad and Tobago,TTO,1989,310
Trinidad and Tobago,TTO,1990,363
Trinidad and Tobago,TTO,1991,100
Trinidad and Tobago,TTO,1992,98.03
Trinidad and Tobago,TTO,1993,96.11
Trinidad and Tobago,TTO,1994,94.23
Trinidad and Tobago,TTO,1995,92.38
Trinidad and Tobago,TTO,1996,90.57
Trinidad and Tobago,TTO,1997,88.79
Trinidad and Tobago,TTO,1998,87.04
Trinidad and Tobago,TTO,1999,85.32
Trinidad and Tobago,TTO,2000,83.63
Trinidad and Tobago,TTO,2001,81.97
Trinidad and Tobago,TTO,2002,80.35
Trinidad and Tobago,TTO,2003,78.75
Trinidad and Tobago,TTO,2004,77.18
Trinidad and Tobago,TTO,2005,75.65
Trinidad and Tobago,TTO,2006,74.14
Trinidad and Tobago,TTO,2007,72.65
Trinidad and Tobago,TTO,2008,71.2
Trinidad and Tobago,TTO,2009,69.77
Trinidad and Tobago,TTO,2010,68.37
Trinidad and Tobago,TTO,2011,67
Trinidad and Tobago,TTO,2012,65.65
Trinidad and Tobago,TTO,2013,64.33
Trinidad and Tobago,TTO,2014,63.04
Trinidad and Tobago,TTO,2015,61.76
Trinidad and Tobago,TTO,2016,60.52
Trinidad and Tobago,TTO,2017,59.26
Trinidad and Tobago,TTO,2018,58
Trinidad and Tobago,TTO,2019,57
Trinidad and Tobago,TTO,2020,55.96
Trinidad and Tobago,TTO,2021,54.72
Trinidad and Tobago,TTO,2022,52.59
Trinidad and Tobago,TTO,2023,51.26
Tunisia,TUN,1998,225
Tunisia,TUN,1999,225
Tunisia,TUN,2000,230
Tunisia,TUN,2001,243.03
Tunisia,TUN,2002,244.47
Tunisia,TUN,2003,250
Tunisia,TUN,2004,255.53
Tunisia,TUN,2005,261.07
Tunisia,TUN,2006,266.62
Tunisia,TUN,2007,272.18
Tunisia,TUN,2008,277.75
Tunisia,TUN,2009,283.33
Tunisia,TUN,2010,288.93
Tunisia,TUN,2011,294.54
Tunisia,TUN,2012,300
Tunisia,TUN,2013,305.8
Tunisia,TUN,2014,311.66
Tunisia,TUN,2015,317.6
Tunisia,TUN,2016,323.41
Tunisia,TUN,2017,329.16
Tunisia,TUN,2018,334.97
Tunisia,TUN,2019,340.82
Tunisia,TUN,2020,334.98
Tunisia,TUN,2021,336.92
Tunisia,TUN,2022,337.57
Tunisia,TUN,2023,336.49
Turkey,TUR,1961,0
Turkey,TUR,1962,0
Turkey,TUR,1963,0
Turkey,TUR,1964,0
Turkey,TUR,1965,0
Turkey,TUR,1966,0
Turkey,TUR,1967,0
Turkey,TUR,1968,0
Turkey,TUR,1969,0
Turkey,TUR,1970,0
Turkey,TUR,1971,0
Turkey,TUR,1972,0
Turkey,TUR,1973,0
Turkey,TUR,1974,0
Turkey,TUR,1975,0
Turkey,TUR,1976,0
Turkey,TUR,1977,0
Turkey,TUR,1978,0
Turkey,TUR,1979,0
Turkey,TUR,1980,0
Turkey,TUR,1981,0
Turkey,TUR,1982,0
Turkey,TUR,1983,0
Turkey,TUR,1984,0
Turkey,TUR,1985,0
Turkey,TUR,1986,0
Turkey,TUR,1987,0
Turkey,TUR,1988,100
Turkey,TUR,1989,100
Turkey,TUR,1990,101
Turkey,TUR,1991,59.13
Turkey,TUR,1992,70.1
Turkey,TUR,1993,113.71
Turkey,TUR,1994,129.25
Turkey,TUR,1995,153
Turkey,TUR,1996,164
Turkey,TUR,1997,225
Turkey,TUR,1998,270
Turkey,TUR,1999,285
Turkey,TUR,2000,300
Turkey,TUR,2001,350
Turkey,TUR,2002,400
Turkey,TUR,2003,370
Turkey,TUR,2004,400
Turkey,TUR,2005,475
Turkey,TUR,2006,492
Turkey,TUR,2007,931
Turkey,TUR,2008,958
Turkey,TUR,2009,1169
Turkey,TUR,2010,1207
Turkey,TUR,2011,1316
Turkey,TUR,2012,1463
Turkey,TUR,2013,1599
Turkey,TUR,2014,1824
Turkey,TUR,2015,1850
Turkey,TUR,2016,1950
Turkey,TUR,2017,2765
Turkey,TUR,2018,3164
Turkey,TUR,2019,4209
Turkey,TUR,2020,5923
Turkey,TUR,2021,9081
Turkey,TUR,2022,40181
Turkey,TUR,2023,38462
United States,USA,1961,51342
United States,USA,1962,47382
United States,USA,1963,55579
United States,USA,1964,33752
United States,USA,1965,55681
United States,USA,1966,55704
United States,USA,1967,73400
United States,USA,1968,47811
United States,USA,1969,67319
United States,USA,1970,41854
United States,USA,1971,78190
United States,USA,1972,41646
United States,USA,1973,81354
United States,USA,1974,67374
United States,USA,1975,79748
United States,USA,1976,128525
United States,USA,1977,106775
United States,USA,1978,132540
United States,USA,1979,92800
United States,USA,1980,243850
United States,USA,1981,165830
United States,USA,1982,214730
United States,USA,1983,248570
United States,USA,1984,208200
United States,USA,1985,171000
United States,USA,1986,274900
United States,USA,1987,189600
United States,USA,1988,175100
United States,USA,1989,126100
United States,USA,1990,141500
United States,USA,1991,167800
United States,USA,1992,264535
United States,USA,1993,130362
United States,USA,1994,158750
United States,USA,1995,172360
United States,USA,1996,173000
United States,USA,1997,161270
United States,USA,1998,144500
United States,USA,1999,166288
United States,USA,2000,217091
United States,USA,2001,202570
United States,USA,2002,180894
United States,USA,2003,211737
United States,USA,2004,162749
United States,USA,2005,283405
United States,USA,2006,247000
United States,USA,2007,193100
United States,USA,2008,105230
United States,USA,2009,270813
United States,USA,2010,158150
United States,USA,2011,205432
United States,USA,2012,238495
United States,USA,2013,166106
United States,USA,2014,179124
United States,USA,2015,207750
United States,USA,2016,125237
United States,USA,2017,170260
United States,USA,2018,168530
United States,USA,2019,122669.56
United States,USA,2020,187433.48
United States,USA,2021,137060
United States,USA,2022,142290
United States,USA,2023,116890
Vanuatu,VUT,2022,5606
Vanuatu,VUT,2023,5600
Venezuela,VEN,1961,53710
Venezuela,VEN,1962,53832
Venezuela,VEN,1963,53958
Venezuela,VEN,1964,54079
Venezuela,VEN,1965,54205
Venezuela,VEN,1966,48627
Venezuela,VEN,1967,47752
Venezuela,VEN,1968,46892
Venezuela,VEN,1969,46048
Venezuela,VEN,1970,45219
Venezuela,VEN,1971,40725
Venezuela,VEN,1972,42403
Venezuela,VEN,1973,43941
Venezuela,VEN,1974,43502
Venezuela,VEN,1975,48422
Venezuela,VEN,1976,40637
Venezuela,VEN,1977,46673
Venezuela,VEN,1978,39014
Venezuela,VEN,1979,41092
Venezuela,VEN,1980,44595
Venezuela,VEN,1981,46266
Venezuela,VEN,1982,45731
Venezuela,VEN,1983,47034
Venezuela,VEN,1984,43229
Venezuela,VEN,1985,41832
Venezuela,VEN,1986,43171
Venezuela,VEN,1987,42430
Venezuela,VEN,1988,45866
Venezuela,VEN,1989,49031
Venezuela,VEN,1990,50765
Venezuela,VEN,1991,53351
Venezuela,VEN,1992,51648
Venezuela,VEN,1993,51811
Venezuela,VEN,1994,40242
Venezuela,VEN,1995,41449
Venezuela,VEN,1996,36282
Venezuela,VEN,1997,38560
Venezuela,VEN,1998,41661
Venezuela,VEN,1999,41467
Venezuela,VEN,2000,52294
Venezuela,VEN,2001,44465
Venezuela,VEN,2002,49895
Venezuela,VEN,2003,46229
Venezuela,VEN,2004,52428
Venezuela,VEN,2005,63109
Venezuela,VEN,2006,58663
Venezuela,VEN,2007,83304
Venezuela,VEN,2008,71771
Venezuela,VEN,2009,68701
Venezuela,VEN,2010,83618
Venezuela,VEN,2011,107301
Venezuela,VEN,2012,116964
Venezuela,VEN,2013,112670
Venezuela,VEN,2014,121576
Venezuela,VEN,2015,128601
Venezuela,VEN,2016,130635.09
Venezuela,VEN,2017,143229
Venezuela,VEN,2018,118017
Venezuela,VEN,2019,130109
Venezuela,VEN,2020,128694.42
Venezuela,VEN,2021,129737.91
Venezuela,VEN,2022,128611
Venezuela,VEN,2023,131786.55
Vietnam,VNM,2018,77874
Vietnam,VNM,2019,110520
Vietnam,VNM,2020,158889
Vietnam,VNM,2021,213006.81
Vietnam,VNM,2022,210544.36
Vietnam,VNM,2023,189437.05
Zimbabwe,ZWE,1990,500
Zimbabwe,ZWE,1991,500
Zimbabwe,ZWE,1992,1218.61
Zimbabwe,ZWE,1993,1594.19
Zimbabwe,ZWE,1994,1829.48
Zimbabwe,ZWE,1995,2056.56
Zimbabwe,ZWE,1996,2291.64
Zimbabwe,ZWE,1997,2538.27
Zimbabwe,ZWE,1998,2799.89
Zimbabwe,ZWE,1999,3080.89
Zimbabwe,ZWE,2000,6682.66
Zimbabwe,ZWE,2001,7994.35
Zimbabwe,ZWE,2002,9384.36
Zimbabwe,ZWE,2003,10849.73
Zimbabwe,ZWE,2004,12382.55
Zimbabwe,ZWE,2005,13969.7
Zimbabwe,ZWE,2006,15594.11
Zimbabwe,ZWE,2007,17237.61
Zimbabwe,ZWE,2008,21404.26
Zimbabwe,ZWE,2009,23323.57
Zimbabwe,ZWE,2010,25223.5
Zimbabwe,ZWE,2011,27107.77
Zimbabwe,ZWE,2012,28978.55
Zimbabwe,ZWE,2013,30839.56
Zimbabwe,ZWE,2014,32695.06
Zimbabwe,ZWE,2015,34549.08
Zimbabwe,ZWE,2016,36405.13
Zimbabwe,ZWE,2017,38266.1
Zimbabwe,ZWE,2018,47370
Zimbabwe,ZWE,2019,59488
Zimbabwe,ZWE,2020,84091
Zimbabwe,ZWE,2021,93280
Zimbabwe,ZWE,2022,96348
Zimbabwe,ZWE,2023,91017.31
