Entity,Code,Year,Pineapples | 00000574 || Production | 005510 || tonnes
Gabon,GAB,2017,1227.94
Gabon,GAB,2018,1251.91
Gabon,GAB,2019,1284.77
Gabon,GAB,2020,1254.88
Gabon,GAB,2021,1263.85
Gabon,GAB,2022,1267.83
Gabon,GAB,2023,1262.19
Ghana,GHA,1961,18000
Ghana,GHA,1962,20000
Ghana,GHA,1963,23200
Ghana,GHA,1964,23200
Ghana,GHA,1965,21439
Ghana,GHA,1966,22455
Ghana,GHA,1967,21134
Ghana,GHA,1968,27738
Ghana,GHA,1969,26417
Ghana,GHA,1970,30380
Ghana,GHA,1971,28500
Ghana,GHA,1972,23000
Ghana,GHA,1973,28500
Ghana,GHA,1974,34500
Ghana,GHA,1975,16300
Ghana,GHA,1976,25300
Ghana,GHA,1977,6500
Ghana,GHA,1978,5700
Ghana,GHA,1979,3900
Ghana,GHA,1980,6600
Ghana,GHA,1981,6300
Ghana,GHA,1982,6900
Ghana,GHA,1983,5500
Ghana,GHA,1984,5300
Ghana,GHA,1985,5500
Ghana,GHA,1986,6000
Ghana,GHA,1987,8000
Ghana,GHA,1988,9000
Ghana,GHA,1989,10000
Ghana,GHA,1990,11000
Ghana,GHA,1991,12000
Ghana,GHA,1992,13066.33
Ghana,GHA,1993,15000
Ghana,GHA,1994,18000
Ghana,GHA,1995,20000
Ghana,GHA,1996,35000
Ghana,GHA,1997,40688.77
Ghana,GHA,1998,43688.74
Ghana,GHA,1999,48839.94
Ghana,GHA,2000,60000
Ghana,GHA,2001,55349.28
Ghana,GHA,2002,56999.25
Ghana,GHA,2003,58581.24
Ghana,GHA,2004,67000
Ghana,GHA,2005,70000
Ghana,GHA,2006,66000
Ghana,GHA,2007,68000
Ghana,GHA,2008,70000
Ghana,GHA,2009,450000
Ghana,GHA,2010,500000
Ghana,GHA,2011,550000
Ghana,GHA,2012,600000
Ghana,GHA,2013,636540
Ghana,GHA,2014,661500
Ghana,GHA,2015,661500
Ghana,GHA,2016,661500
Ghana,GHA,2017,675933.8
Ghana,GHA,2018,686872
Ghana,GHA,2019,694208.75
Ghana,GHA,2020,685671.5
Ghana,GHA,2021,688917.44
Ghana,GHA,2022,689599.25
Ghana,GHA,2023,688062.75
Grenada,GRD,2005,16
Grenada,GRD,2006,22
Grenada,GRD,2007,21
Grenada,GRD,2008,16
Grenada,GRD,2009,28
Grenada,GRD,2010,42.38
Grenada,GRD,2011,56.58
Grenada,GRD,2012,64.13
Grenada,GRD,2013,83
Grenada,GRD,2014,114
Grenada,GRD,2015,199
Grenada,GRD,2016,173
Grenada,GRD,2017,110
Grenada,GRD,2018,92
Grenada,GRD,2019,79
Grenada,GRD,2020,90
Grenada,GRD,2021,94
Grenada,GRD,2022,78
Grenada,GRD,2023,47
Guadeloupe,GLP,1961,600
Guadeloupe,GLP,1962,480
Guadeloupe,GLP,1963,300
Guadeloupe,GLP,1964,250
Guadeloupe,GLP,1965,300
Guadeloupe,GLP,1966,300
Guadeloupe,GLP,1967,300
Guadeloupe,GLP,1968,1000
Guadeloupe,GLP,1969,500
Guadeloupe,GLP,1970,1000
Guadeloupe,GLP,1971,1200
Guadeloupe,GLP,1972,1400
Guadeloupe,GLP,1973,600
Guadeloupe,GLP,1974,600
Guadeloupe,GLP,1975,240
Guadeloupe,GLP,1976,180
Guadeloupe,GLP,1977,160
Guadeloupe,GLP,1978,160
Guadeloupe,GLP,1979,200
Guadeloupe,GLP,1980,225
Guadeloupe,GLP,1981,1530
Guadeloupe,GLP,1982,1530
Guadeloupe,GLP,1983,2050
Guadeloupe,GLP,1984,2453
Guadeloupe,GLP,1985,3104
Guadeloupe,GLP,1986,3965
Guadeloupe,GLP,1987,3684
Guadeloupe,GLP,1988,3693
Guadeloupe,GLP,1989,4423
Guadeloupe,GLP,1990,4660
Guadeloupe,GLP,1991,3504
Guadeloupe,GLP,1992,4390
Guadeloupe,GLP,1993,4210
Guadeloupe,GLP,1994,4080
Guadeloupe,GLP,1995,4215
Guadeloupe,GLP,1996,6900
Guadeloupe,GLP,1997,6620
Guadeloupe,GLP,1998,8222
Guadeloupe,GLP,1999,6975
Guadeloupe,GLP,2000,5460
Guadeloupe,GLP,2001,3600
Guadeloupe,GLP,2002,3300
Guadeloupe,GLP,2003,5750
Guadeloupe,GLP,2004,5750
Guadeloupe,GLP,2005,7475
Guadeloupe,GLP,2006,5700
Guatemala,GTM,1961,11000
Guatemala,GTM,1962,11300
Guatemala,GTM,1963,12200
Guatemala,GTM,1964,12800
Guatemala,GTM,1965,13000
Guatemala,GTM,1966,14100
Guatemala,GTM,1967,14700
Guatemala,GTM,1968,15200
Guatemala,GTM,1969,16500
Guatemala,GTM,1970,17000
Guatemala,GTM,1971,17500
Guatemala,GTM,1972,19500
Guatemala,GTM,1973,21500
Guatemala,GTM,1974,23400
Guatemala,GTM,1975,25400
Guatemala,GTM,1976,22000
Guatemala,GTM,1977,28500
Guatemala,GTM,1978,30000
Guatemala,GTM,1979,31000
Guatemala,GTM,1980,32326
Guatemala,GTM,1981,34000
Guatemala,GTM,1982,34500
Guatemala,GTM,1983,36100
Guatemala,GTM,1984,36500
Guatemala,GTM,1985,37400
Guatemala,GTM,1986,43640
Guatemala,GTM,1987,65770
Guatemala,GTM,1988,65770
Guatemala,GTM,1989,70307
Guatemala,GTM,1990,67131
Guatemala,GTM,1991,71667
Guatemala,GTM,1992,77110
Guatemala,GTM,1993,79832
Guatemala,GTM,1994,83260
Guatemala,GTM,1995,87634
Guatemala,GTM,1996,98429
Guatemala,GTM,1997,99507
Guatemala,GTM,1998,100326
Guatemala,GTM,1999,100847
Guatemala,GTM,2000,99790
Guatemala,GTM,2001,37657.24
Guatemala,GTM,2002,57492.83
Guatemala,GTM,2003,51923
Guatemala,GTM,2004,71785
Guatemala,GTM,2005,197094.95
Guatemala,GTM,2006,194423
Guatemala,GTM,2007,204529.34
Guatemala,GTM,2008,204116.56
Guatemala,GTM,2009,238884.42
Guatemala,GTM,2010,234325.81
Guatemala,GTM,2011,243415.81
Guatemala,GTM,2012,239882
Guatemala,GTM,2013,244568
Guatemala,GTM,2014,256456.6
Guatemala,GTM,2015,284121.2
Guatemala,GTM,2016,327452.88
Guatemala,GTM,2017,328651
Guatemala,GTM,2018,347878
Guatemala,GTM,2019,342574
Guatemala,GTM,2020,358714
Guatemala,GTM,2021,340515
Guatemala,GTM,2022,430183
Guatemala,GTM,2023,388361.84
Guinea,GIN,1961,11000
Guinea,GIN,1962,12000
Guinea,GIN,1963,11000
Guinea,GIN,1964,11000
Guinea,GIN,1965,13000
Guinea,GIN,1966,15000
Guinea,GIN,1967,16000
Guinea,GIN,1968,18000
Guinea,GIN,1969,21000
Guinea,GIN,1970,23000
Guinea,GIN,1971,23000
Guinea,GIN,1972,25000
Guinea,GIN,1973,18000
Guinea,GIN,1974,17000
Guinea,GIN,1975,16000
Guinea,GIN,1976,15000
Guinea,GIN,1977,15000
Guinea,GIN,1978,15500
Guinea,GIN,1979,16000
Guinea,GIN,1980,16500
Guinea,GIN,1981,17000
Guinea,GIN,1982,17500
Guinea,GIN,1983,18000
Guinea,GIN,1984,30000
Guinea,GIN,1985,40000
Guinea,GIN,1986,50000
Guinea,GIN,1987,50000
Guinea,GIN,1988,46935
Guinea,GIN,1989,50563
Guinea,GIN,1990,51072
Guinea,GIN,1991,48360
Guinea,GIN,1992,56984
Guinea,GIN,1993,57553
Guinea,GIN,1994,67098
Guinea,GIN,1995,67346
Guinea,GIN,1996,65000
Guinea,GIN,1997,67000
Guinea,GIN,1998,71858
Guinea,GIN,1999,73750.16
Guinea,GIN,2000,71500
Guinea,GIN,2001,85000
Guinea,GIN,2002,101961
Guinea,GIN,2003,105000
Guinea,GIN,2004,107000
Guinea,GIN,2005,106000
Guinea,GIN,2006,107000
Guinea,GIN,2007,108000
Guinea,GIN,2008,109000
Guinea,GIN,2009,108000
Guinea,GIN,2010,114113.1
Guinea,GIN,2011,118600
Guinea,GIN,2012,123089.21
Guinea,GIN,2013,126798.15
Guinea,GIN,2014,129801.12
Guinea,GIN,2015,131496.77
Guinea,GIN,2016,133557.8
Guinea,GIN,2017,110637.27
Guinea,GIN,2018,84690.16
Guinea,GIN,2019,64057
Guinea,GIN,2020,66428
Guinea,GIN,2021,68887
Guinea,GIN,2022,71437
Guinea,GIN,2023,74174.73
Guinea-Bissau,GNB,1961,0
Guinea-Bissau,GNB,1962,0
Guinea-Bissau,GNB,1963,0
Guinea-Bissau,GNB,1964,0
Guinea-Bissau,GNB,1965,0
Guinea-Bissau,GNB,1966,0
Guinea-Bissau,GNB,1967,0
Guinea-Bissau,GNB,1968,0
Guinea-Bissau,GNB,1969,0
Guinea-Bissau,GNB,1970,0
Guinea-Bissau,GNB,1971,0
Guinea-Bissau,GNB,1972,0
Guinea-Bissau,GNB,1973,0
Guinea-Bissau,GNB,1974,0
Guinea-Bissau,GNB,1975,0
Guinea-Bissau,GNB,1976,0
Guinea-Bissau,GNB,1977,0
Guinea-Bissau,GNB,1978,0
Guinea-Bissau,GNB,1979,0
Guinea-Bissau,GNB,1980,50
Guinea-Bissau,GNB,1981,50
Guinea-Bissau,GNB,1982,50
Guinea-Bissau,GNB,1983,50
Guinea-Bissau,GNB,1984,50
Guinea-Bissau,GNB,1985,50
Guinea-Bissau,GNB,1986,50
Guinea-Bissau,GNB,1987,50
Guinea-Bissau,GNB,1988,100
Guinea-Bissau,GNB,1989,150
Guinea-Bissau,GNB,1990,180
Guinea-Bissau,GNB,1991,200
Guinea-Bissau,GNB,1992,200.34
Guinea-Bissau,GNB,1993,204.15
Guinea-Bissau,GNB,1994,207.18
Guinea-Bissau,GNB,1995,210.34
Guinea-Bissau,GNB,1996,212.96
Guinea-Bissau,GNB,1997,215.31
Guinea-Bissau,GNB,1998,218.6
Guinea-Bissau,GNB,1999,221.77
Guinea-Bissau,GNB,2000,221.79
Guinea-Bissau,GNB,2001,225.64
Guinea-Bissau,GNB,2002,229.91
Guinea-Bissau,GNB,2003,220
Guinea-Bissau,GNB,2004,243.67
Guinea-Bissau,GNB,2005,259.26
Guinea-Bissau,GNB,2006,275
Guinea-Bissau,GNB,2007,350
Guinea-Bissau,GNB,2008,386.52
Guinea-Bissau,GNB,2009,457.93
Guinea-Bissau,GNB,2010,480.2
Guinea-Bissau,GNB,2011,503.56
Guinea-Bissau,GNB,2012,400
Guinea-Bissau,GNB,2013,406.3
Guinea-Bissau,GNB,2014,404.63
Guinea-Bissau,GNB,2015,443.75
Guinea-Bissau,GNB,2016,418.23
Guinea-Bissau,GNB,2017,413.7
Guinea-Bissau,GNB,2018,410.65
Guinea-Bissau,GNB,2019,406.1
Guinea-Bissau,GNB,2020,410.15
Guinea-Bissau,GNB,2021,408.97
Guinea-Bissau,GNB,2022,408.41
Guinea-Bissau,GNB,2023,409.18
Guyana,GUY,1961,1000
Guyana,GUY,1962,1000
Guyana,GUY,1963,1547
Guyana,GUY,1964,1862
Guyana,GUY,1965,1461
Guyana,GUY,1966,1649
Guyana,GUY,1967,1744
Guyana,GUY,1968,1271
Guyana,GUY,1969,1352
Guyana,GUY,1970,1361
Guyana,GUY,1971,1677
Guyana,GUY,1972,2041
Guyana,GUY,1973,2041
Guyana,GUY,1974,1360
Guyana,GUY,1975,1633
Guyana,GUY,1976,1814
Guyana,GUY,1977,1905
Guyana,GUY,1978,1800
Guyana,GUY,1979,1796
Guyana,GUY,1980,1860
Guyana,GUY,1981,1860
Guyana,GUY,1982,1900
Guyana,GUY,1983,2268
Guyana,GUY,1984,3600
Guyana,GUY,1985,3700
Guyana,GUY,1986,5300
Guyana,GUY,1987,7900
Guyana,GUY,1988,9900
Guyana,GUY,1989,11200
Guyana,GUY,1990,7600
Guyana,GUY,1991,6500
Guyana,GUY,1992,8800
Guyana,GUY,1993,9500
Guyana,GUY,1994,10100
Guyana,GUY,1995,10400
Guyana,GUY,1996,7200
Guyana,GUY,1997,6719
Guyana,GUY,1998,1200
Guyana,GUY,1999,2500
Guyana,GUY,2000,3180
Guyana,GUY,2001,4429
Guyana,GUY,2002,4500
Guyana,GUY,2003,1663
Guyana,GUY,2004,2728
Guyana,GUY,2005,1596
Guyana,GUY,2006,3037
Guyana,GUY,2007,1301
Guyana,GUY,2008,1310
Guyana,GUY,2009,2500
Guyana,GUY,2010,3582.8
Guyana,GUY,2011,2472
Guyana,GUY,2012,3035
Guyana,GUY,2013,6113
Guyana,GUY,2014,4742
Guyana,GUY,2015,19259.48
Guyana,GUY,2016,27534.42
Guyana,GUY,2017,16930.48
Guyana,GUY,2018,34872.8
Guyana,GUY,2019,37099.6
Guyana,GUY,2020,37550.27
Guyana,GUY,2021,32856
Guyana,GUY,2022,34040
Guyana,GUY,2023,35576
Haiti,HTI,1961,550
Haiti,HTI,1962,600
Haiti,HTI,1963,650
Haiti,HTI,1964,700
Haiti,HTI,1965,750
Haiti,HTI,1966,800
Haiti,HTI,1967,850
Haiti,HTI,1968,900
Haiti,HTI,1969,950
Haiti,HTI,1970,1000
Haiti,HTI,1971,1100
Haiti,HTI,1972,1200
Haiti,HTI,1973,1300
Haiti,HTI,1974,1400
Haiti,HTI,1975,1500
Haiti,HTI,1976,1600
Haiti,HTI,1977,1700
Haiti,HTI,1978,1800
Haiti,HTI,1979,1900
Haiti,HTI,1980,2000
Haiti,HTI,1981,2100
Haiti,HTI,1982,2200
Haiti,HTI,1983,2300
Haiti,HTI,1984,2400
Haiti,HTI,1985,2400
Haiti,HTI,1986,2400
Haiti,HTI,1987,2400
Haiti,HTI,1988,2300
Haiti,HTI,1989,2200
Haiti,HTI,1990,2282
Haiti,HTI,1991,2100
Haiti,HTI,1992,2000
Haiti,HTI,1993,2061.5
Haiti,HTI,1994,2100
Haiti,HTI,1995,2200
Haiti,HTI,1996,2320
Haiti,HTI,1997,2687.68
Haiti,HTI,1998,3270
Haiti,HTI,1999,3307.11
Haiti,HTI,2000,3690
Haiti,HTI,2001,2800
Haiti,HTI,2002,2480
Haiti,HTI,2003,2500
Haiti,HTI,2004,3500
Haiti,HTI,2005,3800
Haiti,HTI,2006,3800
Haiti,HTI,2007,4500
Haiti,HTI,2008,4639.55
Haiti,HTI,2009,4871.41
Haiti,HTI,2010,5000
Haiti,HTI,2011,6500
Haiti,HTI,2012,6600
Haiti,HTI,2013,6800
Haiti,HTI,2014,7000
Haiti,HTI,2015,7206.41
Haiti,HTI,2016,7002.14
Haiti,HTI,2017,7111.36
Haiti,HTI,2018,7335.58
Haiti,HTI,2019,7149.69
Haiti,HTI,2020,7198.88
Haiti,HTI,2021,7228.05
Haiti,HTI,2022,7192.21
Haiti,HTI,2023,7206.38
Honduras,HND,1961,2344
Honduras,HND,1962,2414
Honduras,HND,1963,2515
Honduras,HND,1964,2600
Honduras,HND,1965,2688
Honduras,HND,1966,3080
Honduras,HND,1967,3530
Honduras,HND,1968,4045
Honduras,HND,1969,4636
Honduras,HND,1970,5313
Honduras,HND,1971,9500
Honduras,HND,1972,13000
Honduras,HND,1973,12981
Honduras,HND,1974,14877
Honduras,HND,1975,17048
Honduras,HND,1976,31000
Honduras,HND,1977,28000
Honduras,HND,1978,30000
Honduras,HND,1979,31360
Honduras,HND,1980,30230
Honduras,HND,1981,36400
Honduras,HND,1982,34980
Honduras,HND,1983,40000
Honduras,HND,1984,50000
Honduras,HND,1985,55000
Honduras,HND,1986,56000
Honduras,HND,1987,57000
Honduras,HND,1988,58000
Honduras,HND,1989,59520
Honduras,HND,1990,61410
Honduras,HND,1991,78258
Honduras,HND,1992,75659
Honduras,HND,1993,95732
Honduras,HND,1994,86000
Honduras,HND,1995,90000
Honduras,HND,1996,72000
Honduras,HND,1997,68000
Honduras,HND,1998,72621
Honduras,HND,1999,70000
Honduras,HND,2000,71000
Honduras,HND,2001,83000
Honduras,HND,2002,102960
Honduras,HND,2003,116945
Honduras,HND,2004,122335
Honduras,HND,2005,144953
Honduras,HND,2006,147000
Honduras,HND,2007,132131
Honduras,HND,2008,133452
Honduras,HND,2009,115059
Honduras,HND,2010,136019
Honduras,HND,2011,140267
Honduras,HND,2012,138143
Honduras,HND,2013,137064.1
Honduras,HND,2014,59075.29
Honduras,HND,2015,73829.89
Honduras,HND,2016,75607.15
Honduras,HND,2017,82716.66
Honduras,HND,2018,86000
Honduras,HND,2019,90000
Honduras,HND,2020,103000
Honduras,HND,2021,105000
Honduras,HND,2022,100220.59
Honduras,HND,2023,77030.4
India,IND,1961,76000
India,IND,1962,100000
India,IND,1963,150000
India,IND,1964,200000
India,IND,1965,280000
India,IND,1966,340000
India,IND,1967,360000
India,IND,1968,360000
India,IND,1969,370000
India,IND,1970,380000
India,IND,1971,380000
India,IND,1972,390000
India,IND,1973,400000
India,IND,1974,410000
India,IND,1975,420000
India,IND,1976,430000
India,IND,1977,442900
India,IND,1978,470610
India,IND,1979,500300
India,IND,1980,548980
India,IND,1981,593230
India,IND,1982,643100
India,IND,1983,671820
India,IND,1984,755970
India,IND,1985,771060
India,IND,1986,607000
India,IND,1987,578035
India,IND,1988,815387
India,IND,1989,787000
India,IND,1990,881000
India,IND,1991,768000
India,IND,1992,859000
India,IND,1993,1000000
India,IND,1994,1010000
India,IND,1995,1060000
India,IND,1996,1200000
India,IND,1997,1250000
India,IND,1998,940000
India,IND,1999,1006000
India,IND,2000,1020000
India,IND,2001,1220000
India,IND,2002,1180000
India,IND,2003,1310000
India,IND,2004,1234200
India,IND,2005,1278900
India,IND,2006,1262600
India,IND,2007,1362000
India,IND,2008,1245000
India,IND,2009,1341000
India,IND,2010,1386800
India,IND,2011,1415000
India,IND,2012,1500000
India,IND,2013,1571000
India,IND,2014,1736740
India,IND,2015,1984000
India,IND,2016,1924000
India,IND,2017,1861000
India,IND,2018,1706000
India,IND,2019,1711000
India,IND,2020,1732000
India,IND,2021,1799000
India,IND,2022,1851000
India,IND,2023,1828000
Indonesia,IDN,1961,50000
Indonesia,IDN,1962,50000
Indonesia,IDN,1963,70000
Indonesia,IDN,1964,70000
Indonesia,IDN,1965,90000
Indonesia,IDN,1966,100000
Indonesia,IDN,1967,100000
Indonesia,IDN,1968,150000
Indonesia,IDN,1969,120000
Indonesia,IDN,1970,76000
Indonesia,IDN,1971,97000
Indonesia,IDN,1972,105000
Indonesia,IDN,1973,126000
Indonesia,IDN,1974,121600
Indonesia,IDN,1975,119500
Indonesia,IDN,1976,112670
Indonesia,IDN,1977,154240
Indonesia,IDN,1978,151000
Indonesia,IDN,1979,258712
Indonesia,IDN,1980,180543
Indonesia,IDN,1981,182000
Indonesia,IDN,1982,306000
Indonesia,IDN,1983,322954
Indonesia,IDN,1984,474576
Indonesia,IDN,1985,308762
Indonesia,IDN,1986,386000
Indonesia,IDN,1987,347828
Indonesia,IDN,1988,357681
Indonesia,IDN,1989,215405
Indonesia,IDN,1990,390340
Indonesia,IDN,1991,375039
Indonesia,IDN,1992,376279
Indonesia,IDN,1993,459105
Indonesia,IDN,1994,345519
Indonesia,IDN,1995,703300
Indonesia,IDN,1996,501111
Indonesia,IDN,1997,385779
Indonesia,IDN,1998,326956
Indonesia,IDN,1999,316479
Indonesia,IDN,2000,393299
Indonesia,IDN,2001,494968
Indonesia,IDN,2002,555588
Indonesia,IDN,2003,677089
Indonesia,IDN,2004,709918
Indonesia,IDN,2005,925082
Indonesia,IDN,2006,1427781
Indonesia,IDN,2007,1395566
Indonesia,IDN,2008,1433133
Indonesia,IDN,2009,1558196
Indonesia,IDN,2010,1406445
Indonesia,IDN,2011,1540626
Indonesia,IDN,2012,1781899
Indonesia,IDN,2013,1882806
Indonesia,IDN,2014,1835491
Indonesia,IDN,2015,1729599
Indonesia,IDN,2016,1396153
Indonesia,IDN,2017,1795986
Indonesia,IDN,2018,1805499
Indonesia,IDN,2019,2196456
Indonesia,IDN,2020,2447243.5
Indonesia,IDN,2021,2886416.8
Indonesia,IDN,2022,3203775.2
Indonesia,IDN,2023,3156576.5
Israel,ISR,1990,1500
Israel,ISR,1991,1387.42
Israel,ISR,1992,1327.67
Israel,ISR,1993,1269.65
Israel,ISR,1994,1207.7
Israel,ISR,1995,1000
Israel,ISR,1996,1650
Israel,ISR,1997,900
Israel,ISR,1998,1200
Israel,ISR,1999,420
Israel,ISR,2000,200
Israel,ISR,2001,773.11
Israel,ISR,2002,1150
Israel,ISR,2003,1150
Israel,ISR,2004,925
Israel,ISR,2005,949
Israel,ISR,2006,908
Israel,ISR,2007,552
Israel,ISR,2008,698
Israel,ISR,2009,763
Israel,ISR,2010,117
Israel,ISR,2011,117
Israel,ISR,2012,124
Israel,ISR,2013,185
Israel,ISR,2014,195
Israel,ISR,2015,207
Israel,ISR,2016,230
Israel,ISR,2017,247
Israel,ISR,2018,459
Israel,ISR,2019,3500
Israel,ISR,2020,5001
Israel,ISR,2021,6350
Israel,ISR,2022,6600
Israel,ISR,2023,6309
Jamaica,JAM,1961,3276
Jamaica,JAM,1962,3060
Jamaica,JAM,1963,3258
Jamaica,JAM,1964,558
Jamaica,JAM,1965,744
Jamaica,JAM,1966,816
Jamaica,JAM,1967,1229
Jamaica,JAM,1968,1588
Jamaica,JAM,1969,2771
Jamaica,JAM,1970,3742
Jamaica,JAM,1971,6232
Jamaica,JAM,1972,6658
Jamaica,JAM,1973,5361
Jamaica,JAM,1974,3987
Jamaica,JAM,1975,4622
Jamaica,JAM,1976,3674
Jamaica,JAM,1977,4855
Jamaica,JAM,1978,3063
Jamaica,JAM,1979,2422
Jamaica,JAM,1980,3898
Jamaica,JAM,1981,4871
Jamaica,JAM,1982,8194
Jamaica,JAM,1983,6325
Jamaica,JAM,1984,8004
Jamaica,JAM,1985,7412
Jamaica,JAM,1986,7066
Jamaica,JAM,1987,7375
Jamaica,JAM,1988,9385
Jamaica,JAM,1989,9710
Jamaica,JAM,1990,9332
Jamaica,JAM,1991,9787
Jamaica,JAM,1992,11484
Jamaica,JAM,1993,21062
Jamaica,JAM,1994,14963
Jamaica,JAM,1995,16351
Jamaica,JAM,1996,19808
Jamaica,JAM,1997,18483
Jamaica,JAM,1998,19062
Jamaica,JAM,1999,19275
Jamaica,JAM,2000,20291
Jamaica,JAM,2001,20447
Jamaica,JAM,2002,20571
Jamaica,JAM,2003,22799
Jamaica,JAM,2004,19267
Jamaica,JAM,2005,14551
Jamaica,JAM,2006,20532.6
Jamaica,JAM,2007,18102
Jamaica,JAM,2008,20351
Jamaica,JAM,2009,21368
Jamaica,JAM,2010,19749
Jamaica,JAM,2011,17607
Jamaica,JAM,2012,19757
Jamaica,JAM,2013,19185
Jamaica,JAM,2014,18374
Jamaica,JAM,2015,18819
Jamaica,JAM,2016,25296.2
Jamaica,JAM,2017,25848
Jamaica,JAM,2018,31997.7
Jamaica,JAM,2019,33938
Jamaica,JAM,2020,41536
Jamaica,JAM,2021,48634
Jamaica,JAM,2022,51652
Jamaica,JAM,2023,49149
Japan,JPN,1961,33600
Japan,JPN,1962,32700
Japan,JPN,1963,42800
Japan,JPN,1964,47800
Japan,JPN,1965,67100
Japan,JPN,1966,87100
Japan,JPN,1967,86600
Japan,JPN,1968,74900
Japan,JPN,1969,101100
Japan,JPN,1970,67000
Japan,JPN,1971,70800
Japan,JPN,1972,59600
Japan,JPN,1973,85100
Japan,JPN,1974,77000
Japan,JPN,1975,64500
Japan,JPN,1976,59100
Japan,JPN,1977,49000
Japan,JPN,1978,50000
Japan,JPN,1979,52900
Japan,JPN,1980,56200
Japan,JPN,1981,58100
Japan,JPN,1982,51500
Japan,JPN,1983,44300
Japan,JPN,1984,35900
Japan,JPN,1985,41100
Japan,JPN,1986,36800
Japan,JPN,1987,38900
Japan,JPN,1988,35500
Japan,JPN,1989,36400
Japan,JPN,1990,31900
Japan,JPN,1991,29300
Japan,JPN,1992,29400
Japan,JPN,1993,26700
Japan,JPN,1994,25000
Japan,JPN,1995,25600
Japan,JPN,1996,18800
Japan,JPN,1997,14700
Japan,JPN,1998,12800
Japan,JPN,1999,12600
Japan,JPN,2000,11200
Japan,JPN,2001,11200
Japan,JPN,2002,12700
Japan,JPN,2003,10800
Japan,JPN,2004,11500
Japan,JPN,2005,10400
Japan,JPN,2006,10700
Japan,JPN,2007,10400
Japan,JPN,2008,9910
Japan,JPN,2009,9620
Japan,JPN,2010,8780
Japan,JPN,2011,6350
Japan,JPN,2012,6260
Japan,JPN,2013,6590
Japan,JPN,2014,7130
Japan,JPN,2015,7660
Japan,JPN,2016,7770
Japan,JPN,2017,8500
Japan,JPN,2018,7340
Japan,JPN,2019,7460
Japan,JPN,2020,7390
Japan,JPN,2021,6990
Japan,JPN,2022,7420
Japan,JPN,2023,7742.74
Kenya,KEN,1961,18000
Kenya,KEN,1962,28000
Kenya,KEN,1963,30000
Kenya,KEN,1964,36000
Kenya,KEN,1965,33000
Kenya,KEN,1966,27000
Kenya,KEN,1967,12000
Kenya,KEN,1968,14900
Kenya,KEN,1969,17100
Kenya,KEN,1970,32000
Kenya,KEN,1971,34100
Kenya,KEN,1972,36476
Kenya,KEN,1973,48132
Kenya,KEN,1974,44000
Kenya,KEN,1975,73000
Kenya,KEN,1976,100000
Kenya,KEN,1977,125000
Kenya,KEN,1978,140000
Kenya,KEN,1979,160000
Kenya,KEN,1980,180000
Kenya,KEN,1981,190000
Kenya,KEN,1982,202355
Kenya,KEN,1983,136560
Kenya,KEN,1984,168063
Kenya,KEN,1985,167000
Kenya,KEN,1986,231000
Kenya,KEN,1987,210000
Kenya,KEN,1988,191300
Kenya,KEN,1989,212330
Kenya,KEN,1990,225000
Kenya,KEN,1991,245000
Kenya,KEN,1992,383147
Kenya,KEN,1993,550554
Kenya,KEN,1994,380000
Kenya,KEN,1995,475117
Kenya,KEN,1996,544639
Kenya,KEN,1997,298438
Kenya,KEN,1998,547117
Kenya,KEN,1999,567362
Kenya,KEN,2000,606516
Kenya,KEN,2001,612248
Kenya,KEN,2002,619860
Kenya,KEN,2003,399103
Kenya,KEN,2004,600000
Kenya,KEN,2005,401729
Kenya,KEN,2006,417860
Kenya,KEN,2007,429065
Kenya,KEN,2008,339850
Kenya,KEN,2009,257623
Kenya,KEN,2010,272230
Kenya,KEN,2011,111241
Kenya,KEN,2012,120972
Kenya,KEN,2013,120876
Kenya,KEN,2014,208493.55
Kenya,KEN,2015,202046.2
Kenya,KEN,2016,224189.7
Kenya,KEN,2017,399971.84
Kenya,KEN,2018,349430.72
Kenya,KEN,2019,335353.38
Kenya,KEN,2020,330330.6
Kenya,KEN,2021,282655.47
Kenya,KEN,2022,252700
Kenya,KEN,2023,97400
Liberia,LBR,1961,4000
Liberia,LBR,1962,4000
Liberia,LBR,1963,5000
Liberia,LBR,1964,5000
Liberia,LBR,1965,5000
Liberia,LBR,1966,5000
Liberia,LBR,1967,5000
Liberia,LBR,1968,6000
Liberia,LBR,1969,6000
Liberia,LBR,1970,7000
Liberia,LBR,1971,6000
Liberia,LBR,1972,6000
Liberia,LBR,1973,6000
Liberia,LBR,1974,7000
Liberia,LBR,1975,7000
Liberia,LBR,1976,7000
Liberia,LBR,1977,7000
Liberia,LBR,1978,7000
Liberia,LBR,1979,7000
Liberia,LBR,1980,7000
Liberia,LBR,1981,7000
Liberia,LBR,1982,7000
Liberia,LBR,1983,7000
Liberia,LBR,1984,7000
Liberia,LBR,1985,7000
Liberia,LBR,1986,7000
Liberia,LBR,1987,7000
Liberia,LBR,1988,7000
Liberia,LBR,1989,7000
Liberia,LBR,1990,7546
Liberia,LBR,1991,5425.8
Liberia,LBR,1992,5568.38
Liberia,LBR,1993,5710.95
Liberia,LBR,1994,5853.53
Liberia,LBR,1995,5996.11
Liberia,LBR,1996,6138.69
Liberia,LBR,1997,6281.27
Liberia,LBR,1998,6423.84
Liberia,LBR,1999,6566.42
Liberia,LBR,2000,6709
Liberia,LBR,2001,6835.64
