Entity,Code,Year,Cherries | 00000531 || Production | 005510 || tonnes
United Kingdom,GBR,1971,11500
United Kingdom,GBR,1972,12600
United Kingdom,GBR,1973,7700
United Kingdom,GBR,1974,9700
United Kingdom,GBR,1975,7100
United Kingdom,GBR,1976,8600
United Kingdom,GBR,1977,2900
United Kingdom,GBR,1978,3600
United Kingdom,GBR,1979,6200
United Kingdom,GBR,1980,7100
United Kingdom,GBR,1981,2800
United Kingdom,GBR,1982,6800
United Kingdom,GBR,1983,2900
United Kingdom,GBR,1984,5400
United Kingdom,GBR,1985,4788
United Kingdom,GBR,1986,3768
United Kingdom,GBR,1987,3630
United Kingdom,GBR,1988,1600
United Kingdom,GBR,1989,3433
United Kingdom,GBR,1990,1582
United Kingdom,GBR,1991,2246
United Kingdom,GBR,1992,4500
United Kingdom,GBR,1993,3000
United Kingdom,GBR,1994,1500
United Kingdom,GBR,1995,3500
United Kingdom,GBR,1996,3600
United Kingdom,GBR,1997,600
United Kingdom,GBR,1998,900
United Kingdom,GBR,1999,1300
United Kingdom,GBR,2000,400
United Kingdom,GBR,2001,1400
United Kingdom,GBR,2002,1300
United Kingdom,GBR,2003,1000
United Kingdom,GBR,2004,1100
United Kingdom,GBR,2005,1100
United Kingdom,GBR,2006,1100
United Kingdom,GBR,2007,1220
United Kingdom,GBR,2008,1200
United Kingdom,GBR,2009,1250
United Kingdom,GBR,2010,1200
United Kingdom,GBR,2011,1501
United Kingdom,GBR,2012,1662
United Kingdom,GBR,2013,3462
United Kingdom,GBR,2014,3990
United Kingdom,GBR,2015,4700
United Kingdom,GBR,2016,1700
United Kingdom,GBR,2017,6484
United Kingdom,GBR,2018,3568
United Kingdom,GBR,2019,5745
United Kingdom,GBR,2020,5647
United Kingdom,GBR,2021,3167.13
United Kingdom,GBR,2022,3817.48
United Kingdom,GBR,2023,3926.77
United States,USA,1961,93213
United States,USA,1962,100516
United States,USA,1963,63684
United States,USA,1964,108435
United States,USA,1965,79487
United States,USA,1966,105142
United States,USA,1967,99929
United States,USA,1968,82453
United States,USA,1969,116400
United States,USA,1970,110912
United States,USA,1971,128176
United States,USA,1972,87135
United States,USA,1973,143906
United States,USA,1974,133337
United States,USA,1975,141429
United States,USA,1976,156851
United States,USA,1977,135079
United States,USA,1978,142250
United States,USA,1979,165110
United States,USA,1980,155760
United States,USA,1981,140200
United States,USA,1982,142070
United States,USA,1983,164380
United States,USA,1984,164930
United States,USA,1985,120200
United States,USA,1986,125000
United States,USA,1987,195000
United States,USA,1988,168700
United States,USA,1989,175000
United States,USA,1990,142180
United States,USA,1991,134800
United States,USA,1992,186300
United States,USA,1993,152950
United States,USA,1994,188060
United States,USA,1995,150140
United States,USA,1996,139800
United States,USA,1997,205000
United States,USA,1998,178624
United States,USA,1999,196042
United States,USA,2000,185070
United States,USA,2001,209010
United States,USA,2002,164564
United States,USA,2003,160844
United States,USA,2004,256824
United States,USA,2005,227522
United States,USA,2006,266349
United States,USA,2007,281862
United States,USA,2008,225073
United States,USA,2009,401792
United States,USA,2010,284148
United States,USA,2011,303377
United States,USA,2012,384647
United States,USA,2013,301276
United States,USA,2014,329852
United States,USA,2015,306991
United States,USA,2016,315454
United States,USA,2017,396940
United States,USA,2018,312430
United States,USA,2019,319870
United States,USA,2020,294930
United States,USA,2021,333210
United States,USA,2022,202570
United States,USA,2023,321420
Uzbekistan,UZB,1992,18000
Uzbekistan,UZB,1993,16030.26
Uzbekistan,UZB,1994,17000
Uzbekistan,UZB,1995,18000
Uzbekistan,UZB,1996,20000
Uzbekistan,UZB,1997,17000
Uzbekistan,UZB,1998,15000
Uzbekistan,UZB,1999,12600
Uzbekistan,UZB,2000,19800
Uzbekistan,UZB,2001,20500
Uzbekistan,UZB,2002,21400
Uzbekistan,UZB,2003,19500
Uzbekistan,UZB,2004,14500
Uzbekistan,UZB,2005,22000
Uzbekistan,UZB,2006,53605
Uzbekistan,UZB,2007,55000
Uzbekistan,UZB,2008,61000
Uzbekistan,UZB,2009,67000
Uzbekistan,UZB,2010,75000
Uzbekistan,UZB,2011,56481
Uzbekistan,UZB,2012,62000
Uzbekistan,UZB,2013,70000
Uzbekistan,UZB,2014,80000
Uzbekistan,UZB,2015,90000
Uzbekistan,UZB,2016,111855.31
Uzbekistan,UZB,2017,136609
Uzbekistan,UZB,2018,172035
Uzbekistan,UZB,2019,175861
Uzbekistan,UZB,2020,185068
Uzbekistan,UZB,2021,213600
Uzbekistan,UZB,2022,216866.88
Uzbekistan,UZB,2023,218866.75
Yugoslavia,YUG,1961,67800
Yugoslavia,YUG,1962,61100
Yugoslavia,YUG,1963,58600
Yugoslavia,YUG,1964,56300
Yugoslavia,YUG,1965,41500
Yugoslavia,YUG,1966,51500
Yugoslavia,YUG,1967,47500
Yugoslavia,YUG,1968,49600
Yugoslavia,YUG,1969,49945
Yugoslavia,YUG,1970,53802
Yugoslavia,YUG,1971,59166
Yugoslavia,YUG,1972,50387
Yugoslavia,YUG,1973,51565
Yugoslavia,YUG,1974,55513
Yugoslavia,YUG,1975,55335
Yugoslavia,YUG,1976,50384
Yugoslavia,YUG,1977,40169
Yugoslavia,YUG,1978,42370
Yugoslavia,YUG,1979,46766
Yugoslavia,YUG,1980,36722
Yugoslavia,YUG,1981,60352
Yugoslavia,YUG,1982,56590
Yugoslavia,YUG,1983,68573
Yugoslavia,YUG,1984,53074
Yugoslavia,YUG,1985,53089
Yugoslavia,YUG,1986,48832
Yugoslavia,YUG,1987,57787
Yugoslavia,YUG,1988,60441
Yugoslavia,YUG,1989,66926
Yugoslavia,YUG,1990,61957
Yugoslavia,YUG,1991,57094
