Entity,Code,Year,Eggs | 00002949 || Exports | 005911 || tonnes
Brunei,BRN,1978,0
Brunei,BRN,1979,0
Brunei,BRN,1980,0
Brunei,BRN,1981,0
Brunei,BRN,1982,0
Brunei,BRN,1983,0
Brunei,BRN,1984,0
Brunei,BRN,1985,0
Brunei,BRN,1986,0
Brunei,BRN,1987,0
Brunei,BRN,1988,0
Brunei,BRN,1989,0
Brunei,BRN,1990,0
Brunei,BRN,1991,0
Brunei,BRN,1992,0
Brunei,BRN,1993,0
Brunei,BRN,1994,0
Brunei,BRN,1995,0
Brunei,BRN,1996,0
Brunei,BRN,1997,0
Brunei,BRN,1998,0
Brunei,BRN,1999,0
Brunei,BRN,2000,0
Brunei,BRN,2001,0
Brunei,BRN,2002,0
Brunei,BRN,2003,0
Brunei,BRN,2004,0
Brunei,BRN,2005,0
Brunei,BRN,2006,0
Brunei,BRN,2007,0
Brunei,BRN,2008,0
Brunei,BRN,2009,0
Bulgaria,BGR,1961,30000
Bulgaria,BGR,1962,25000
Bulgaria,BGR,1963,19000
Bulgaria,BGR,1964,22000
Bulgaria,BGR,1965,28000
Bulgaria,BGR,1966,27000
Bulgaria,BGR,1967,33000
Bulgaria,BGR,1968,31000
Bulgaria,BGR,1969,22000
Bulgaria,BGR,1970,28000
Bulgaria,BGR,1971,32000
Bulgaria,BGR,1972,27000
Bulgaria,BGR,1973,26000
Bulgaria,BGR,1974,22000
Bulgaria,BGR,1975,25000
Bulgaria,BGR,1976,19000
Bulgaria,BGR,1977,19000
Bulgaria,BGR,1978,17000
Bulgaria,BGR,1979,21000
Bulgaria,BGR,1980,22000
Bulgaria,BGR,1981,18000
Bulgaria,BGR,1982,17000
Bulgaria,BGR,1983,16000
Bulgaria,BGR,1984,17000
Bulgaria,BGR,1985,9000
Bulgaria,BGR,1986,11000
Bulgaria,BGR,1987,9000
Bulgaria,BGR,1988,12000
Bulgaria,BGR,1989,9000
Bulgaria,BGR,1990,6000
Bulgaria,BGR,1991,1000
Bulgaria,BGR,1992,2000
Bulgaria,BGR,1993,5000
Bulgaria,BGR,1994,8000
Bulgaria,BGR,1995,6000
Bulgaria,BGR,1996,6000
Bulgaria,BGR,1997,6000
Bulgaria,BGR,1998,5000
Bulgaria,BGR,1999,3000
Bulgaria,BGR,2000,2000
Bulgaria,BGR,2001,2000
Bulgaria,BGR,2002,2000
Bulgaria,BGR,2003,4000
Bulgaria,BGR,2004,4000
Bulgaria,BGR,2005,3000
Bulgaria,BGR,2006,5000
Bulgaria,BGR,2007,10000
Bulgaria,BGR,2008,14000
Bulgaria,BGR,2009,13000
Bulgaria,BGR,2010,15000
Bulgaria,BGR,2011,14000
Bulgaria,BGR,2012,13000
Bulgaria,BGR,2013,13000
Bulgaria,BGR,2014,17000
Bulgaria,BGR,2015,19000
Bulgaria,BGR,2016,20000
Bulgaria,BGR,2017,27000
Bulgaria,BGR,2018,24000
Bulgaria,BGR,2019,27000
Bulgaria,BGR,2020,29000
Bulgaria,BGR,2021,30000
Bulgaria,BGR,2022,30000
Burkina Faso,BFA,1961,0
Burkina Faso,BFA,1962,0
Burkina Faso,BFA,1963,0
Burkina Faso,BFA,1964,0
Burkina Faso,BFA,1965,0
Burkina Faso,BFA,1966,0
Burkina Faso,BFA,1967,0
Burkina Faso,BFA,1968,0
Burkina Faso,BFA,1969,0
Burkina Faso,BFA,1970,0
Burkina Faso,BFA,1971,0
Burkina Faso,BFA,1972,0
Burkina Faso,BFA,1973,0
Burkina Faso,BFA,1974,0
Burkina Faso,BFA,1975,0
Burkina Faso,BFA,1976,0
Burkina Faso,BFA,1977,0
Burkina Faso,BFA,1978,0
Burkina Faso,BFA,1979,0
Burkina Faso,BFA,1980,0
Burkina Faso,BFA,1981,0
Burkina Faso,BFA,1982,0
Burkina Faso,BFA,1983,0
Burkina Faso,BFA,1984,0
Burkina Faso,BFA,1985,0
Burkina Faso,BFA,1986,0
Burkina Faso,BFA,1987,0
Burkina Faso,BFA,1988,0
Burkina Faso,BFA,1989,0
Burkina Faso,BFA,1990,0
Burkina Faso,BFA,1991,0
Burkina Faso,BFA,1992,0
Burkina Faso,BFA,1993,0
Burkina Faso,BFA,1994,0
Burkina Faso,BFA,1995,0
Burkina Faso,BFA,1996,0
Burkina Faso,BFA,1997,0
Burkina Faso,BFA,1998,0
Burkina Faso,BFA,1999,0
Burkina Faso,BFA,2000,0
Burkina Faso,BFA,2001,0
Burkina Faso,BFA,2002,0
Burkina Faso,BFA,2003,0
Burkina Faso,BFA,2004,0
Burkina Faso,BFA,2005,0
Burkina Faso,BFA,2006,0
Burkina Faso,BFA,2007,0
Burkina Faso,BFA,2008,0
Burkina Faso,BFA,2009,0
Burkina Faso,BFA,2010,0
Burkina Faso,BFA,2011,0
Burkina Faso,BFA,2012,0
Burkina Faso,BFA,2013,0
Burundi,BDI,2015,0
Burundi,BDI,2020,0
Burundi,BDI,2022,0
Cambodia,KHM,2016,0
Cambodia,KHM,2017,0
Cameroon,CMR,1961,0
Cameroon,CMR,1962,0
Cameroon,CMR,1963,0
Cameroon,CMR,1964,0
Cameroon,CMR,1965,0
Cameroon,CMR,1966,0
Cameroon,CMR,1967,0
Cameroon,CMR,1968,0
Cameroon,CMR,1969,0
Cameroon,CMR,1970,0
Cameroon,CMR,1971,0
Cameroon,CMR,1972,0
Cameroon,CMR,1973,0
Cameroon,CMR,1974,0
Cameroon,CMR,1975,0
Cameroon,CMR,1976,0
Cameroon,CMR,1977,0
Cameroon,CMR,1978,0
Cameroon,CMR,1979,0
Cameroon,CMR,1980,0
Cameroon,CMR,1981,0
Cameroon,CMR,1982,0
Cameroon,CMR,1983,0
Cameroon,CMR,1984,0
Cameroon,CMR,1985,0
Cameroon,CMR,1986,0
Cameroon,CMR,1987,0
Cameroon,CMR,1988,0
Cameroon,CMR,1989,0
Cameroon,CMR,1990,0
Cameroon,CMR,1991,0
Cameroon,CMR,1992,0
Cameroon,CMR,1993,0
Cameroon,CMR,1994,0
Cameroon,CMR,1995,0
Cameroon,CMR,1996,0
Cameroon,CMR,1997,0
Cameroon,CMR,1998,0
Cameroon,CMR,1999,0
Cameroon,CMR,2000,0
Cameroon,CMR,2001,0
Cameroon,CMR,2002,0
Cameroon,CMR,2003,0
Cameroon,CMR,2004,0
Cameroon,CMR,2005,0
Cameroon,CMR,2006,0
Cameroon,CMR,2007,0
Cameroon,CMR,2008,0
Cameroon,CMR,2009,0
Cameroon,CMR,2010,0
Cameroon,CMR,2011,0
Cameroon,CMR,2012,0
Cameroon,CMR,2013,0
Cameroon,CMR,2018,0
Cameroon,CMR,2020,1000
Cameroon,CMR,2022,2000
Canada,CAN,1961,4000
Canada,CAN,1962,1000
Canada,CAN,1963,1000
Canada,CAN,1964,2000
Canada,CAN,1965,1000
Canada,CAN,1966,1000
Canada,CAN,1967,1000
Canada,CAN,1968,1000
Canada,CAN,1969,1000
Canada,CAN,1970,5000
Canada,CAN,1971,3000
Canada,CAN,1972,1000
Canada,CAN,1973,8000
Canada,CAN,1974,8000
Canada,CAN,1975,7000
Canada,CAN,1976,2000
Canada,CAN,1977,6000
Canada,CAN,1978,7000
Canada,CAN,1979,2000
Canada,CAN,1980,7000
Canada,CAN,1981,10000
Canada,CAN,1982,5000
Canada,CAN,1983,12000
Canada,CAN,1984,9000
Canada,CAN,1985,7000
Canada,CAN,1986,4000
Canada,CAN,1987,6000
Canada,CAN,1988,8000
Canada,CAN,1989,7000
Canada,CAN,1990,5000
Canada,CAN,1991,5000
Canada,CAN,1992,4000
Canada,CAN,1993,10000
Canada,CAN,1994,8000
Canada,CAN,1995,9000
Canada,CAN,1996,8000
Canada,CAN,1997,10000
Canada,CAN,1998,8000
Canada,CAN,1999,11000
Canada,CAN,2000,15000
Canada,CAN,2001,16000
Canada,CAN,2002,21000
Canada,CAN,2003,19000
Canada,CAN,2004,18000
Canada,CAN,2005,20000
Canada,CAN,2006,19000
Canada,CAN,2007,14000
Canada,CAN,2008,13000
Canada,CAN,2009,10000
Canada,CAN,2010,20000
Canada,CAN,2011,16000
Canada,CAN,2012,15000
Canada,CAN,2013,13000
Canada,CAN,2014,21000
Canada,CAN,2015,19000
Canada,CAN,2016,16000
Canada,CAN,2017,10000
Canada,CAN,2018,10000
Canada,CAN,2019,7000
Canada,CAN,2020,11000
Canada,CAN,2021,11000
Canada,CAN,2022,10000
Cape Verde,CPV,1961,0
Cape Verde,CPV,1962,0
Cape Verde,CPV,1963,0
Cape Verde,CPV,1964,0
Cape Verde,CPV,1965,0
Cape Verde,CPV,1966,0
Cape Verde,CPV,1967,0
Cape Verde,CPV,1968,0
Cape Verde,CPV,1969,0
Cape Verde,CPV,1970,0
Cape Verde,CPV,1971,0
Cape Verde,CPV,1972,0
Cape Verde,CPV,1973,0
Cape Verde,CPV,1974,0
Cape Verde,CPV,1975,0
Cape Verde,CPV,1976,0
Cape Verde,CPV,1977,0
Cape Verde,CPV,1978,0
Cape Verde,CPV,1979,0
Cape Verde,CPV,1980,0
Cape Verde,CPV,1981,0
Cape Verde,CPV,1982,0
Cape Verde,CPV,1983,0
Cape Verde,CPV,1984,0
Cape Verde,CPV,1985,0
Cape Verde,CPV,1986,0
Cape Verde,CPV,1987,0
Cape Verde,CPV,1988,0
Cape Verde,CPV,1989,0
Cape Verde,CPV,1990,0
Cape Verde,CPV,1991,0
Cape Verde,CPV,1992,0
Cape Verde,CPV,1993,0
Cape Verde,CPV,1994,0
Cape Verde,CPV,1995,0
Cape Verde,CPV,1996,0
Cape Verde,CPV,1997,0
Cape Verde,CPV,1998,0
Cape Verde,CPV,1999,0
Cape Verde,CPV,2000,0
Cape Verde,CPV,2001,0
Cape Verde,CPV,2002,0
Cape Verde,CPV,2003,0
Cape Verde,CPV,2004,0
Cape Verde,CPV,2005,0
Cape Verde,CPV,2006,0
Cape Verde,CPV,2007,0
Cape Verde,CPV,2008,0
Cape Verde,CPV,2009,0
Cape Verde,CPV,2010,0
Cape Verde,CPV,2011,0
Cape Verde,CPV,2012,0
Cape Verde,CPV,2013,0
Cape Verde,CPV,2014,0
Cape Verde,CPV,2015,0
Cape Verde,CPV,2019,0
Central African Republic,CAF,2010,0
Central African Republic,CAF,2011,0
Central African Republic,CAF,2012,0
Central African Republic,CAF,2013,0
Chile,CHL,1961,0
Chile,CHL,1962,0
Chile,CHL,1963,0
Chile,CHL,1964,0
Chile,CHL,1965,0
Chile,CHL,1966,0
Chile,CHL,1967,0
Chile,CHL,1968,0
Chile,CHL,1969,0
Chile,CHL,1970,0
Chile,CHL,1971,0
Chile,CHL,1972,0
Chile,CHL,1973,0
Chile,CHL,1974,0
Chile,CHL,1975,0
Chile,CHL,1976,0
Chile,CHL,1977,0
Chile,CHL,1978,0
Chile,CHL,1979,0
Chile,CHL,1980,0
Chile,CHL,1981,0
Chile,CHL,1982,0
Chile,CHL,1983,0
Chile,CHL,1984,0
Chile,CHL,1985,0
Chile,CHL,1986,3000
Chile,CHL,1987,3000
Chile,CHL,1988,1000
Chile,CHL,1989,1000
Chile,CHL,1990,0
Chile,CHL,1991,1000
Chile,CHL,1992,1000
Chile,CHL,1993,1000
Chile,CHL,1994,3000
Chile,CHL,1995,3000
Chile,CHL,1996,2000
Chile,CHL,1997,3000
Chile,CHL,1998,2000
Chile,CHL,1999,1000
Chile,CHL,2000,1000
Chile,CHL,2001,2000
Chile,CHL,2002,1000
Chile,CHL,2003,0
Chile,CHL,2004,0
Chile,CHL,2005,0
Chile,CHL,2006,0
Chile,CHL,2007,1000
Chile,CHL,2008,1000
Chile,CHL,2009,0
Chile,CHL,2010,0
Chile,CHL,2011,0
Chile,CHL,2012,0
Chile,CHL,2013,0
Chile,CHL,2014,0
Chile,CHL,2015,0
Chile,CHL,2016,0
Chile,CHL,2017,0
Chile,CHL,2018,0
Chile,CHL,2019,0
Chile,CHL,2021,0
Chile,CHL,2022,0
China,CHN,1961,17000
China,CHN,1962,27000
China,CHN,1963,52000
China,CHN,1964,43000
China,CHN,1965,60000
China,CHN,1966,59000
China,CHN,1967,52000
China,CHN,1968,59000
China,CHN,1969,52000
China,CHN,1970,46000
China,CHN,1971,55000
China,CHN,1972,56000
China,CHN,1973,55000
China,CHN,1974,52000
China,CHN,1975,47000
China,CHN,1976,50000
China,CHN,1977,44000
China,CHN,1978,47000
China,CHN,1979,57000
China,CHN,1980,62000
China,CHN,1981,64000
China,CHN,1982,61000
China,CHN,1983,58000
China,CHN,1984,61000
China,CHN,1985,54000
China,CHN,1986,59000
China,CHN,1987,70000
China,CHN,1988,60000
China,CHN,1989,43000
China,CHN,1990,41000
China,CHN,1991,41000
China,CHN,1992,43000
China,CHN,1993,31000
China,CHN,1994,34000
China,CHN,1995,28000
China,CHN,1996,46000
China,CHN,1997,65000
China,CHN,1998,60000
China,CHN,1999,48000
China,CHN,2000,68000
China,CHN,2001,64000
China,CHN,2002,89000
China,CHN,2003,102000
China,CHN,2004,96000
China,CHN,2005,92000
China,CHN,2006,91000
China,CHN,2007,133000
China,CHN,2008,162000
China,CHN,2009,146000
China,CHN,2010,110000
China,CHN,2011,108000
China,CHN,2012,109000
China,CHN,2013,98000
China,CHN,2014,98000
China,CHN,2015,101000
China,CHN,2016,106000
China,CHN,2017,116000
China,CHN,2018,102000
China,CHN,2019,104000
China,CHN,2020,105000
China,CHN,2021,107000
China,CHN,2022,147000
Colombia,COL,1961,0
Colombia,COL,1962,0
Colombia,COL,1963,0
Colombia,COL,1964,0
Colombia,COL,1965,0
Colombia,COL,1966,0
Colombia,COL,1967,0
Colombia,COL,1968,0
Colombia,COL,1969,0
Colombia,COL,1970,0
Colombia,COL,1971,0
Colombia,COL,1972,0
Colombia,COL,1973,0
Colombia,COL,1974,0
Colombia,COL,1975,0
Colombia,COL,1976,0
Colombia,COL,1977,0
Colombia,COL,1978,0
Colombia,COL,1979,0
Colombia,COL,1980,0
Colombia,COL,1981,0
Colombia,COL,1982,0
Colombia,COL,1983,0
Colombia,COL,1984,0
Colombia,COL,1985,0
Colombia,COL,1986,0
Colombia,COL,1987,0
Colombia,COL,1988,0
Colombia,COL,1989,0
Colombia,COL,1990,1000
Colombia,COL,1991,1000
Colombia,COL,1992,0
Colombia,COL,1993,1000
Colombia,COL,1994,0
Colombia,COL,1995,2000
Colombia,COL,1996,0
Colombia,COL,1997,1000
Colombia,COL,1998,1000
Colombia,COL,1999,1000
Colombia,COL,2000,3000
Colombia,COL,2001,3000
Colombia,COL,2002,1000
Colombia,COL,2003,1000
Colombia,COL,2004,2000
Colombia,COL,2005,1000
Colombia,COL,2006,0
Colombia,COL,2007,4000
Colombia,COL,2008,15000
Colombia,COL,2009,1000
Colombia,COL,2010,0
Colombia,COL,2011,0
Colombia,COL,2012,1000
Colombia,COL,2013,1000
Colombia,COL,2014,0
Colombia,COL,2015,0
Colombia,COL,2016,0
Colombia,COL,2017,0
Colombia,COL,2018,0
Colombia,COL,2019,0
Colombia,COL,2020,0
Colombia,COL,2021,0
Colombia,COL,2022,0
Comoros,COM,2017,0
Congo,COG,1961,0
Congo,COG,1962,0
Congo,COG,1963,0
Congo,COG,1964,0
Congo,COG,1965,0
Congo,COG,1966,0
Congo,COG,1967,0
Congo,COG,1968,0
Congo,COG,1969,0
Congo,COG,1970,0
Congo,COG,1971,0
Congo,COG,1972,0
Congo,COG,1973,0
Congo,COG,1974,0
Congo,COG,1975,0
Congo,COG,1976,0
Congo,COG,1977,0
Congo,COG,1978,0
Congo,COG,1979,0
Congo,COG,1980,0
Congo,COG,1981,0
Congo,COG,1982,0
Congo,COG,1983,0
Congo,COG,1984,0
Congo,COG,1985,0
Congo,COG,1986,0
Congo,COG,1987,0
Congo,COG,1988,0
Congo,COG,1989,0
Congo,COG,1990,0
Congo,COG,1991,0
Congo,COG,1992,0
Congo,COG,1993,0
Congo,COG,1994,0
Congo,COG,1995,0
Congo,COG,1996,0
Congo,COG,1997,0
Congo,COG,1998,0
Congo,COG,1999,0
Congo,COG,2000,0
Congo,COG,2001,0
Congo,COG,2002,0
Congo,COG,2003,0
Congo,COG,2004,0
Congo,COG,2005,0
Congo,COG,2006,0
Congo,COG,2007,0
Congo,COG,2008,0
Congo,COG,2009,0
Congo,COG,2010,0
Congo,COG,2011,0
Congo,COG,2012,0
Congo,COG,2013,0
Congo,COG,2022,1000
Costa Rica,CRI,1961,0
Costa Rica,CRI,1962,0
Costa Rica,CRI,1963,0
Costa Rica,CRI,1964,0
Costa Rica,CRI,1965,0
Costa Rica,CRI,1966,0
Costa Rica,CRI,1967,0
Costa Rica,CRI,1968,0
Costa Rica,CRI,1969,0
Costa Rica,CRI,1970,0
Costa Rica,CRI,1971,0
Costa Rica,CRI,1972,0
Costa Rica,CRI,1973,0
Costa Rica,CRI,1974,0
Costa Rica,CRI,1975,0
Costa Rica,CRI,1976,0
Costa Rica,CRI,1977,0
Costa Rica,CRI,1978,0
Costa Rica,CRI,1979,0
Costa Rica,CRI,1980,0
Costa Rica,CRI,1981,0
Costa Rica,CRI,1982,0
Costa Rica,CRI,1983,0
Costa Rica,CRI,1984,0
Costa Rica,CRI,1985,0
Costa Rica,CRI,1986,0
Costa Rica,CRI,1987,0
Costa Rica,CRI,1988,0
Costa Rica,CRI,1989,0
Costa Rica,CRI,1990,0
Costa Rica,CRI,1991,0
Costa Rica,CRI,1992,0
Costa Rica,CRI,1993,0
Costa Rica,CRI,1994,0
Costa Rica,CRI,1995,0
Costa Rica,CRI,1996,0
Costa Rica,CRI,1997,0
Costa Rica,CRI,1998,1000
Costa Rica,CRI,1999,0
Costa Rica,CRI,2000,0
Costa Rica,CRI,2001,1000
Costa Rica,CRI,2002,1000
Costa Rica,CRI,2003,2000
Costa Rica,CRI,2004,2000
Costa Rica,CRI,2005,3000
Costa Rica,CRI,2006,2000
Costa Rica,CRI,2007,0
Costa Rica,CRI,2008,1000
Costa Rica,CRI,2009,1000
Costa Rica,CRI,2010,1000
Costa Rica,CRI,2011,2000
Costa Rica,CRI,2012,3000
Costa Rica,CRI,2013,3000
Costa Rica,CRI,2014,3000
Costa Rica,CRI,2015,3000
Costa Rica,CRI,2016,3000
Costa Rica,CRI,2017,3000
Costa Rica,CRI,2018,3000
Costa Rica,CRI,2019,3000
Costa Rica,CRI,2020,2000
Costa Rica,CRI,2021,2000
Costa Rica,CRI,2022,2000
Cote d'Ivoire,CIV,1961,0
Cote d'Ivoire,CIV,1962,0
Cote d'Ivoire,CIV,1963,0
Cote d'Ivoire,CIV,1964,0
Cote d'Ivoire,CIV,1965,0
Cote d'Ivoire,CIV,1966,0
Cote d'Ivoire,CIV,1967,0
Cote d'Ivoire,CIV,1968,0
Cote d'Ivoire,CIV,1969,0
Cote d'Ivoire,CIV,1970,0
Cote d'Ivoire,CIV,1971,0
Cote d'Ivoire,CIV,1972,0
Cote d'Ivoire,CIV,1973,0
Cote d'Ivoire,CIV,1974,0
Cote d'Ivoire,CIV,1975,0
Cote d'Ivoire,CIV,1976,0
Cote d'Ivoire,CIV,1977,0
Cote d'Ivoire,CIV,1978,0
Cote d'Ivoire,CIV,1979,0
Cote d'Ivoire,CIV,1980,0
Cote d'Ivoire,CIV,1981,0
Cote d'Ivoire,CIV,1982,0
Cote d'Ivoire,CIV,1983,0
Cote d'Ivoire,CIV,1984,0
Cote d'Ivoire,CIV,1985,0
Cote d'Ivoire,CIV,1986,0
Cote d'Ivoire,CIV,1987,0
Cote d'Ivoire,CIV,1988,0
Cote d'Ivoire,CIV,1989,0
Cote d'Ivoire,CIV,1990,0
Cote d'Ivoire,CIV,1991,0
Cote d'Ivoire,CIV,1992,0
Cote d'Ivoire,CIV,1993,0
Cote d'Ivoire,CIV,1994,0
Cote d'Ivoire,CIV,1995,0
Cote d'Ivoire,CIV,1996,0
Cote d'Ivoire,CIV,1997,0
Cote d'Ivoire,CIV,1998,0
Cote d'Ivoire,CIV,1999,0
Cote d'Ivoire,CIV,2000,0
Cote d'Ivoire,CIV,2001,0
Cote d'Ivoire,CIV,2002,0
Cote d'Ivoire,CIV,2003,0
Cote d'Ivoire,CIV,2004,0
Cote d'Ivoire,CIV,2005,0
Cote d'Ivoire,CIV,2006,0
Cote d'Ivoire,CIV,2007,0
Cote d'Ivoire,CIV,2008,0
Cote d'Ivoire,CIV,2009,0
Cote d'Ivoire,CIV,2010,0
Cote d'Ivoire,CIV,2011,0
Cote d'Ivoire,CIV,2012,0
Cote d'Ivoire,CIV,2013,0
Cote d'Ivoire,CIV,2014,0
Cote d'Ivoire,CIV,2015,0
Cote d'Ivoire,CIV,2016,0
Cote d'Ivoire,CIV,2017,0
Cote d'Ivoire,CIV,2018,0
Cote d'Ivoire,CIV,2019,0
Cote d'Ivoire,CIV,2020,0
Cote d'Ivoire,CIV,2021,0
Cote d'Ivoire,CIV,2022,0
Croatia,HRV,1992,1000
Croatia,HRV,1993,1000
Croatia,HRV,1994,2000
Croatia,HRV,1995,2000
Croatia,HRV,1996,2000
Croatia,HRV,1997,2000
Croatia,HRV,1998,1000
Croatia,HRV,1999,2000
Croatia,HRV,2000,1000
Croatia,HRV,2001,1000
Croatia,HRV,2002,1000
Croatia,HRV,2003,1000
Croatia,HRV,2004,1000
Croatia,HRV,2005,0
Croatia,HRV,2006,2000
Croatia,HRV,2007,1000
Croatia,HRV,2008,0
Croatia,HRV,2009,1000
Croatia,HRV,2010,1000
Croatia,HRV,2011,1000
Croatia,HRV,2012,1000
Croatia,HRV,2013,1000
Croatia,HRV,2014,1000
Croatia,HRV,2015,2000
Croatia,HRV,2016,2000
Croatia,HRV,2017,2000
Croatia,HRV,2018,2000
Croatia,HRV,2019,3000
Croatia,HRV,2020,4000
Croatia,HRV,2021,3000
Croatia,HRV,2022,2000
Cuba,CUB,1961,0
Cuba,CUB,1962,0
Cuba,CUB,1963,0
Cuba,CUB,1964,0
Cuba,CUB,1965,0
Cuba,CUB,1966,0
Cuba,CUB,1967,0
Cuba,CUB,1968,0
Cuba,CUB,1969,0
Cuba,CUB,1970,0
Cuba,CUB,1971,0
Cuba,CUB,1972,0
Cuba,CUB,1973,0
Cuba,CUB,1974,0
Cuba,CUB,1975,0
Cuba,CUB,1976,0
Cuba,CUB,1977,0
Cuba,CUB,1978,0
Cuba,CUB,1979,0
Cuba,CUB,1980,0
Cuba,CUB,1981,0
Cuba,CUB,1982,0
Cuba,CUB,1983,0
Cuba,CUB,1984,1000
Cuba,CUB,1985,0
Cuba,CUB,1986,0
Cuba,CUB,1987,0
Cuba,CUB,1988,0
Cuba,CUB,1989,0
Cuba,CUB,1990,0
Cuba,CUB,1991,0
Cuba,CUB,1992,0
Cuba,CUB,1993,0
Cuba,CUB,1994,0
Cuba,CUB,1995,0
Cuba,CUB,1996,0
Cuba,CUB,1997,0
Cuba,CUB,1998,0
Cuba,CUB,1999,0
Cuba,CUB,2000,0
Cuba,CUB,2001,0
Cuba,CUB,2002,0
Cuba,CUB,2003,0
Cuba,CUB,2004,0
Cuba,CUB,2005,0
Cuba,CUB,2006,0
Cuba,CUB,2007,0
Cuba,CUB,2008,0
Cuba,CUB,2009,0
Cuba,CUB,2010,0
Cuba,CUB,2011,0
Cuba,CUB,2012,0
Cuba,CUB,2013,0
Cyprus,CYP,1961,0
Cyprus,CYP,1962,0
Cyprus,CYP,1963,0
Cyprus,CYP,1964,0
Cyprus,CYP,1965,0
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,1000
Cyprus,CYP,1978,0
Cyprus,CYP,1979,1000
Cyprus,CYP,1980,1000
Cyprus,CYP,1981,1000
Cyprus,CYP,1982,1000
Cyprus,CYP,1983,1000
Cyprus,CYP,1984,1000
Cyprus,CYP,1985,1000
Cyprus,CYP,1986,1000
Cyprus,CYP,1987,1000
Cyprus,CYP,1988,0
Cyprus,CYP,1989,0
Cyprus,CYP,1990,0
Cyprus,CYP,1991,0
Cyprus,CYP,1992,0
Cyprus,CYP,1993,0
Cyprus,CYP,1994,0
Cyprus,CYP,1995,0
Cyprus,CYP,1996,0
Cyprus,CYP,1997,0
Cyprus,CYP,1998,0
Cyprus,CYP,1999,0
Cyprus,CYP,2000,0
Cyprus,CYP,2001,0
Cyprus,CYP,2002,0
Cyprus,CYP,2003,0
Cyprus,CYP,2004,0
Cyprus,CYP,2005,0
Cyprus,CYP,2006,0
Cyprus,CYP,2007,0
Cyprus,CYP,2008,0
Cyprus,CYP,2009,0
Cyprus,CYP,2010,0
Cyprus,CYP,2011,0
Cyprus,CYP,2012,0
Cyprus,CYP,2013,0
Cyprus,CYP,2014,0
Cyprus,CYP,2015,0
Cyprus,CYP,2016,0
Cyprus,CYP,2019,0
Cyprus,CYP,2020,0
Cyprus,CYP,2021,0
Cyprus,CYP,2022,0
Czechia,CZE,1993,15000
Czechia,CZE,1994,6000
Czechia,CZE,1995,6000
Czechia,CZE,1996,12000
Czechia,CZE,1997,9000
Czechia,CZE,1998,8000
Czechia,CZE,1999,8000
Czechia,CZE,2000,6000
Czechia,CZE,2001,6000
Czechia,CZE,2002,9000
Czechia,CZE,2003,10000
Czechia,CZE,2004,10000
Czechia,CZE,2005,10000
Czechia,CZE,2006,11000
Czechia,CZE,2007,9000
Czechia,CZE,2008,10000
Czechia,CZE,2009,11000
Czechia,CZE,2010,14000
Czechia,CZE,2011,15000
Czechia,CZE,2012,14000
Czechia,CZE,2013,18000
Czechia,CZE,2014,16000
Czechia,CZE,2015,18000
Czechia,CZE,2016,20000
Czechia,CZE,2017,22000
Czechia,CZE,2018,22000
Czechia,CZE,2019,21000
Czechia,CZE,2020,24000
Czechia,CZE,2021,25000
Czechia,CZE,2022,35000
Czechoslovakia,CSK,1961,10000
Czechoslovakia,CSK,1962,5000
Czechoslovakia,CSK,1963,8000
Czechoslovakia,CSK,1964,9000
Czechoslovakia,CSK,1965,7000
Czechoslovakia,CSK,1966,6000
Czechoslovakia,CSK,1967,5000
Czechoslovakia,CSK,1968,6000
Czechoslovakia,CSK,1969,2000
Czechoslovakia,CSK,1970,3000
Czechoslovakia,CSK,1971,8000
Czechoslovakia,CSK,1972,6000
Czechoslovakia,CSK,1973,5000
Czechoslovakia,CSK,1974,9000
Czechoslovakia,CSK,1975,8000
Czechoslovakia,CSK,1976,7000
Czechoslovakia,CSK,1977,5000
Czechoslovakia,CSK,1978,4000
Czechoslovakia,CSK,1979,4000
Czechoslovakia,CSK,1980,8000
Czechoslovakia,CSK,1981,10000
Czechoslovakia,CSK,1982,3000
Czechoslovakia,CSK,1983,6000
Czechoslovakia,CSK,1984,9000
Czechoslovakia,CSK,1985,12000
Czechoslovakia,CSK,1986,10000
Czechoslovakia,CSK,1987,12000
Czechoslovakia,CSK,1988,11000
Czechoslovakia,CSK,1989,16000
Czechoslovakia,CSK,1990,23000
Czechoslovakia,CSK,1991,27000
Czechoslovakia,CSK,1992,27000
Democratic Republic of Congo,COD,2017,0
Denmark,DNK,1961,68000
Denmark,DNK,1962,52000
Denmark,DNK,1963,40000
Denmark,DNK,1964,33000
Denmark,DNK,1965,25000
Denmark,DNK,1966,26000
Denmark,DNK,1967,25000
Denmark,DNK,1968,23000
Denmark,DNK,1969,27000
Denmark,DNK,1970,22000
Denmark,DNK,1971,15000
Denmark,DNK,1972,12000
Denmark,DNK,1973,15000
Denmark,DNK,1974,11000
Denmark,DNK,1975,13000
Denmark,DNK,1976,7000
Denmark,DNK,1977,4000
Denmark,DNK,1978,4000
Denmark,DNK,1979,6000
Denmark,DNK,1980,3000
Denmark,DNK,1981,3000
Denmark,DNK,1982,7000
